date,region,resource_type,usage_cpu,usage_storage,users_active,econ_index,cloud_market_demand,holiday
2023-03-15,eastus,Container,87,1441,459,87.63,0.87,False
2023-03-15,eastus,Storage,75,1992,401,87.63,0.87,False
2023-03-15,eastus,VM,69,1035,426,87.63,0.87,False
2023-03-15,northeurope,Container,68,1842,410,87.63,0.87,False
2023-03-16,westus,Container,94,660,397,105.22,1.03,False
2023-03-16,westus,Storage,96,1470,317,105.22,1.03,False
2023-03-16,westus,VM,98,1262,450,105.22,1.03,False
2023-03-16,southeastasia,Container,59,549,458,105.22,1.03,False
2023-03-16,southeastasia,Storage,65,1336,260,105.22,1.03,False
2023-03-16,southeastasia,VM,60,636,289,105.22,1.03,False
2023-03-16,northeurope,Container,96,577,323,105.22,1.03,False
2023-03-16,northeurope,VM,53,1159,439,105.22,1.03,False
2023-03-16,eastus,Container,98,1706,345,105.22,1.03,False
2023-03-16,eastus,VM,68,931,372,105.22,1.03,False
2023-03-16,northeurope,Storage,96,898,397,105.22,1.03,False
2023-03-16,eastus,Storage,85,1873,382,105.22,1.03,False
2023-03-17,westus,Container,54,855,269,102.5,1.03,False
2023-03-17,southeastasia,VM,55,1308,381,102.5,1.03,False
2023-03-17,westus,Storage,78,548,273,102.5,1.03,False
2023-03-17,westus,VM,95,1421,268,102.5,1.03,False
2023-03-17,southeastasia,Container,80,1484,235,102.5,1.03,False
2023-03-17,southeastasia,Storage,95,1887,387,102.5,1.03,False
2023-03-17,northeurope,Container,73,1836,299,102.5,1.03,False
2023-03-17,northeurope,VM,75,1783,325,102.5,1.03,False
2023-03-17,eastus,Container,68,1949,234,102.5,1.03,False
2023-03-17,eastus,Storage,94,1209,250,102.5,1.03,False
2023-03-17,eastus,VM,62,753,317,102.5,1.03,False
2023-03-17,northeurope,Storage,88,1818,328,102.5,1.03,False
2023-03-18,westus,Storage,80,704,269,93.2,1.02,True
2023-03-18,westus,VM,63,1131,381,93.2,1.02,True
2023-03-18,southeastasia,Container,97,698,353,93.2,1.02,True
2023-03-18,southeastasia,Storage,60,1671,342,93.2,1.02,True
2023-03-18,southeastasia,VM,55,1138,359,93.2,1.02,True
2023-03-18,westus,Container,93,1340,427,93.2,1.02,True
2023-03-18,northeurope,Storage,92,1964,220,93.2,1.02,True
2023-03-18,northeurope,VM,92,1095,449,93.2,1.02,True
2023-03-18,eastus,Container,56,662,419,93.2,1.02,True
2023-03-18,eastus,Storage,79,1865,419,93.2,1.02,True
2023-03-18,eastus,VM,70,1425,305,93.2,1.02,True
2023-03-18,northeurope,Container,53,1189,206,93.2,1.02,True
2023-03-19,westus,Container,91,1516,285,102.93,0.93,True
2023-03-19,westus,Storage,99,1128,395,102.93,0.93,True
2023-03-19,westus,VM,75,1483,360,102.93,0.93,True
2023-03-19,southeastasia,Container,50,1341,204,102.93,0.93,True
2023-03-19,southeastasia,Storage,55,697,297,102.93,0.93,True
2023-03-19,southeastasia,VM,98,1028,297,102.93,0.93,True
2023-03-19,northeurope,Container,90,922,285,102.93,0.93,True
2023-03-19,northeurope,VM,82,1092,351,102.93,0.93,True
2023-03-19,eastus,Container,67,1654,286,102.93,0.93,True
2023-03-19,eastus,Storage,86,813,220,102.93,0.93,True
2023-03-19,eastus,VM,93,1395,341,102.93,0.93,True
2023-03-19,northeurope,Storage,83,527,242,102.93,0.93,True
2023-03-20,southeastasia,Storage,64,875,431,118.66,1.05,False
2023-03-20,westus,Storage,73,1817,258,118.66,1.05,False
2023-03-20,westus,Container,59,1110,391,118.66,1.05,False
2023-03-20,southeastasia,Container,70,578,413,118.66,1.05,False
2023-03-20,southeastasia,VM,95,1383,413,118.66,1.05,False
2023-03-20,westus,VM,88,1609,275,118.66,1.05,False
2023-03-20,northeurope,Storage,56,776,219,118.66,1.05,False
2023-03-20,northeurope,VM,98,1459,231,118.66,1.05,False
2023-03-20,eastus,Container,65,934,324,118.66,1.05,False
2023-03-20,eastus,Storage,51,1341,297,118.66,1.05,False
2023-03-20,eastus,VM,51,521,311,118.66,1.05,False
2023-03-20,northeurope,Container,75,882,267,118.66,1.05,False
2023-03-21,westus,Storage,55,1178,478,88.09,1.07,False
2023-03-21,westus,VM,82,1511,426,88.09,1.07,False
2023-03-21,southeastasia,Container,67,1053,467,88.09,1.07,False
2023-03-21,southeastasia,Storage,64,737,303,88.09,1.07,False
2023-03-21,southeastasia,VM,57,1066,246,88.09,1.07,False
2023-03-21,westus,Container,74,878,377,88.09,1.07,False
2023-03-21,northeurope,Storage,61,507,496,88.09,1.07,False
2023-03-21,northeurope,VM,92,1208,466,88.09,1.07,False
2023-03-21,eastus,Container,74,1777,243,88.09,1.07,False
2023-03-21,eastus,Storage,77,1549,265,88.09,1.07,False
2023-03-21,eastus,VM,77,1281,367,88.09,1.07,False
2023-03-21,northeurope,Container,85,984,284,88.09,1.07,False
2023-03-22,westus,Container,79,1465,445,90.25,1.08,False
2023-03-22,westus,Storage,92,1112,459,90.25,1.08,False
2023-03-22,westus,VM,86,1427,375,90.25,1.08,False
2023-03-22,southeastasia,Container,80,746,327,90.25,1.08,False
2023-03-22,southeastasia,Storage,83,1783,301,90.25,1.08,False
2023-03-22,southeastasia,VM,70,1169,468,90.25,1.08,False
2023-03-22,northeurope,Container,50,1074,308,90.25,1.08,False
2023-03-22,northeurope,VM,68,1043,336,90.25,1.08,False
2023-03-22,eastus,Container,50,1514,207,90.25,1.08,False
2023-03-22,eastus,Storage,76,539,419,90.25,1.08,False
2023-03-22,eastus,VM,51,1274,458,90.25,1.08,False
2023-03-22,northeurope,Storage,61,1313,215,90.25,1.08,False
2023-03-23,southeastasia,Storage,72,1699,349,111.59,0.92,False
2023-03-23,westus,Container,73,1749,330,111.59,0.92,False
2023-03-23,westus,Storage,68,1900,412,111.59,0.92,False
2023-03-23,westus,VM,77,764,333,111.59,0.92,False
2023-03-23,southeastasia,Container,66,1336,307,111.59,0.92,False
2023-03-23,southeastasia,VM,83,540,274,111.59,0.92,False
2023-03-23,northeurope,Container,75,689,362,111.59,0.92,False
2023-03-23,northeurope,Storage,75,1800,355,111.59,0.92,False
2023-03-23,northeurope,VM,61,975,485,111.59,0.92,False
2023-03-23,eastus,Container,54,726,388,111.59,0.92,False
2023-03-23,eastus,Storage,74,1429,353,111.59,0.92,False
2023-03-23,eastus,VM,76,630,395,111.59,0.92,False
2023-03-24,westus,Container,69,623,200,109.63,1.04,False
2023-03-24,westus,Storage,77,1570,400,109.63,1.04,False
2023-03-24,westus,VM,83,1589,447,109.63,1.04,False
2023-03-24,southeastasia,Container,58,1344,406,109.63,1.04,False
2023-03-24,southeastasia,Storage,95,959,238,109.63,1.04,False
2023-03-24,southeastasia,VM,84,1836,316,109.63,1.04,False
2023-03-24,northeurope,Storage,52,1015,493,109.63,1.04,False
2023-03-24,northeurope,VM,57,1354,327,109.63,1.04,False
2023-03-24,eastus,Container,69,1392,471,109.63,1.04,False
2023-03-24,eastus,Storage,76,1430,488,109.63,1.04,False
2023-03-24,eastus,VM,60,1361,470,109.63,1.04,False
2023-03-24,northeurope,Container,64,1714,220,109.63,1.04,False
2023-03-25,southeastasia,Storage,52,1949,474,108.22,1.19,True
2023-03-25,westus,Container,57,1201,234,108.22,1.19,True
2023-03-25,westus,Storage,87,641,299,108.22,1.19,True
2023-03-25,westus,VM,83,1387,245,108.22,1.19,True
2023-03-25,southeastasia,Container,58,783,372,108.22,1.19,True
2023-03-25,southeastasia,VM,71,582,309,108.22,1.19,True
2023-03-25,eastus,VM,67,1638,424,108.22,1.19,True
2023-03-25,northeurope,Storage,89,1355,469,108.22,1.19,True
2023-03-25,northeurope,VM,68,1095,480,108.22,1.19,True
2023-03-25,eastus,Container,72,1966,290,108.22,1.19,True
2023-03-25,eastus,Storage,55,1774,418,108.22,1.19,True
2023-03-25,northeurope,Container,75,1113,414,108.22,1.19,True
2023-03-26,southeastasia,Storage,98,931,357,97.55,0.92,True
2023-03-26,westus,Storage,58,819,360,97.55,0.92,True
2023-03-26,westus,VM,89,964,485,97.55,0.92,True
2023-03-26,westus,Container,74,1726,426,97.55,0.92,True
2023-03-26,southeastasia,Container,61,1558,466,97.55,0.92,True
2023-03-26,southeastasia,VM,65,976,261,97.55,0.92,True
2023-03-26,eastus,Container,87,1960,363,97.55,0.92,True
2023-03-26,northeurope,Storage,90,567,463,97.55,0.92,True
2023-03-26,northeurope,VM,90,833,421,97.55,0.92,True
2023-03-26,eastus,Storage,68,1442,319,97.55,0.92,True
2023-03-26,eastus,VM,56,1586,272,97.55,0.92,True
2023-03-26,northeurope,Container,51,1650,454,97.55,0.92,True
2023-03-27,westus,Container,81,1588,207,91.1,0.92,False
2023-03-27,westus,Storage,66,981,415,91.1,0.92,False
2023-03-27,westus,VM,58,1847,234,91.1,0.92,False
2023-03-27,southeastasia,Container,53,1978,227,91.1,0.92,False
2023-03-27,southeastasia,Storage,70,1004,356,91.1,0.92,False
2023-03-27,southeastasia,VM,78,905,431,91.1,0.92,False
2023-03-27,northeurope,Storage,95,1058,214,91.1,0.92,False
2023-03-27,northeurope,VM,94,842,275,91.1,0.92,False
2023-03-27,eastus,Container,86,1512,400,91.1,0.92,False
2023-03-27,eastus,Storage,70,1848,475,91.1,0.92,False
2023-03-27,eastus,VM,95,1992,454,91.1,0.92,False
2023-03-27,northeurope,Container,90,1158,225,91.1,0.92,False
2023-03-28,southeastasia,Storage,87,548,389,99.23,1.03,False
2023-03-28,westus,Container,55,1229,482,99.23,1.03,False
2023-03-28,westus,Storage,71,1072,467,99.23,1.03,False
2023-03-28,westus,VM,57,1610,461,99.23,1.03,False
2023-03-28,southeastasia,Container,57,1054,289,99.23,1.03,False
2023-03-28,southeastasia,VM,69,1152,388,99.23,1.03,False
2023-03-28,eastus,VM,53,1929,275,99.23,1.03,False
2023-03-28,northeurope,Storage,94,1252,341,99.23,1.03,False
2023-03-28,northeurope,VM,57,1990,292,99.23,1.03,False
2023-03-28,eastus,Container,73,1685,456,99.23,1.03,False
2023-03-28,eastus,Storage,94,1078,393,99.23,1.03,False
2023-03-28,northeurope,Container,84,1955,436,99.23,1.03,False
2023-03-29,southeastasia,Storage,93,518,271,102.77,1.08,False
2023-03-29,westus,Storage,98,1052,216,102.77,1.08,False
2023-03-29,westus,VM,58,1867,236,102.77,1.08,False
2023-03-29,southeastasia,Container,57,1456,308,102.77,1.08,False
2023-03-29,westus,Container,73,1318,258,102.77,1.08,False
2023-03-29,southeastasia,VM,95,500,367,102.77,1.08,False
2023-03-29,northeurope,VM,88,682,240,102.77,1.08,False
2023-03-29,northeurope,Storage,88,896,391,102.77,1.08,False
2023-03-29,eastus,Container,92,881,432,102.77,1.08,False
2023-03-29,eastus,Storage,98,1203,305,102.77,1.08,False
2023-03-29,eastus,VM,88,840,444,102.77,1.08,False
2023-03-29,northeurope,Container,60,1406,326,102.77,1.08,False
2023-03-30,westus,Container,94,930,414,100.13,1.15,False
2023-03-30,westus,Storage,76,673,357,100.13,1.15,False
2023-03-30,southeastasia,Container,64,540,457,100.13,1.15,False
2023-03-30,southeastasia,Storage,98,831,442,100.13,1.15,False
2023-03-30,southeastasia,VM,96,911,283,100.13,1.15,False
2023-03-30,westus,VM,54,1019,352,100.13,1.15,False
2023-03-30,northeurope,Storage,51,1847,360,100.13,1.15,False
2023-03-30,northeurope,VM,98,1349,345,100.13,1.15,False
2023-03-30,eastus,Container,88,1487,449,100.13,1.15,False
2023-03-30,eastus,Storage,82,1824,289,100.13,1.15,False
2023-03-30,eastus,VM,61,944,439,100.13,1.15,False
2023-03-30,northeurope,Container,85,1093,346,100.13,1.15,False
2023-03-31,westus,VM,77,1270,283,97.35,1.27,False
2023-03-31,southeastasia,Container,67,919,298,97.35,1.27,False
2023-03-31,southeastasia,Storage,77,776,306,97.35,1.27,False
2023-03-31,southeastasia,VM,74,1802,493,97.35,1.27,False
2023-03-31,northeurope,Container,98,1650,422,97.35,1.27,False
2023-03-31,eastus,Container,58,1900,238,97.35,1.27,False
2023-03-31,northeurope,VM,51,1604,467,97.35,1.27,False
2023-03-31,eastus,Storage,51,1789,409,97.35,1.27,False
2023-03-31,eastus,VM,78,604,401,97.35,1.27,False
2023-03-31,westus,Storage,55,1166,316,97.35,1.27,False
2023-03-31,northeurope,Storage,84,734,412,97.35,1.27,False
2023-03-31,westus,Container,51,886,495,97.35,1.27,False
